WKT,name,description
"POLYGON ((106.7241179 -6.0910829, 106.6870391 -6.0972278, 106.6897856 -6.1067864, 106.6966521 -6.1102001, 106.6856658 -6.1265857, 106.6897856 -6.1347784, 106.689099 -6.1436536, 106.689099 -6.1730089, 106.7234313 -6.1914405, 106.7234313 -6.2098715, 106.7165648 -6.2214759, 106.7378508 -6.2262541, 106.7447173 -6.2364929, 106.7488372 -6.2494618, 106.755017 -6.2624304, 106.7502104 -6.2719859, 106.7584502 -6.2767637, 106.7639434 -6.287684, 106.7728697 -6.2999691, 106.7756163 -6.3129365, 106.8085753 -6.3156664, 106.7962157 -6.3477419, 106.7962157 -6.3651437, 106.8099486 -6.3678733, 106.8154418 -6.3555898, 106.8332946 -6.3555898, 106.8387877 -6.3405762, 106.8449675 -6.3409175, 106.849774 -6.3334105, 106.8511473 -6.3422823, 106.8587004 -6.3518365, 106.863507 -6.3566134, 106.8710601 -6.351154, 106.8744933 -6.3682145, 106.8820464 -6.3702617, 106.8889128 -6.3668497, 106.8985259 -6.3702617, 106.906079 -6.3600256, 106.9136321 -6.3648025, 106.9184386 -6.3443297, 106.9211852 -6.3163489, 106.9211852 -6.3088416, 106.9218718 -6.2992866, 106.9150054 -6.2972391, 106.9088256 -6.2753986, 106.9053923 -6.2678907, 106.906079 -6.2624304, 106.9122588 -6.2549223, 106.9184386 -6.2508269, 106.9349181 -6.2549223, 106.9445311 -6.2508269, 106.9513976 -6.2173802, 106.9630706 -6.2112367, 106.9678771 -6.1989495, 106.9706237 -6.1873447, 106.9726836 -6.1457017, 106.9706237 -6.1081519, 106.7241179 -6.0910829))",Kota DKI Jakarta,
