WKT,name,description
"POLYGON ((110.0315262 -7.8944292, 110.8266617 -8.1990173, 110.8252884 -8.1704719, 110.8129288 -8.1473623, 110.795076 -8.1636751, 110.7882096 -8.1460029, 110.7827164 -8.0957006, 110.7689835 -8.0508312, 110.7511307 -8.0304343, 110.7676102 -7.9896375, 110.7676102 -7.9053113, 110.7785965 -7.8821865, 110.7840897 -7.8400146, 110.7895829 -7.8182467, 110.7648636 -7.8114441, 110.7552506 -7.8250493, 110.7387711 -7.8032807, 110.7126786 -7.7910353, 110.7030655 -7.808723, 110.676973 -7.8046413, 110.6714798 -7.7855929, 110.653627 -7.7978384, 110.634401 -7.7978384, 110.6055619 -7.8060018, 110.5849625 -7.7991989, 110.5808426 -7.7855929, 110.5602433 -7.777429, 110.5478836 -7.7937566, 110.5314041 -7.7910353, 110.5121781 -7.7706256, 110.4902054 -7.7665436, 110.4902054 -7.7338857, 110.4654862 -7.5950614, 110.4448868 -7.5419697, 110.2979447 -7.6617571, 110.2787186 -7.714834, 110.2622391 -7.6903378, 110.266359 -7.657674, 110.2567459 -7.6440634, 110.2347733 -7.6535909, 110.2031876 -7.6440634, 110.1853348 -7.6495077, 110.1441361 -7.6467855, 110.1235367 -7.6685622, 110.134523 -7.6930597, 110.1262833 -7.7461327, 110.1056839 -7.773347, 110.0850846 -7.7978384, 110.0644852 -7.8155257, 110.0576187 -7.8386541, 110.0452591 -7.864502, 110.0315262 -7.8944292))",DIY Yogyakarta,
